dataset_id,beta,train_mse,train_acc_realistic,train_acc_optimistic,train_target_rate,num_adversaries
80,0.10000,22.483421,0.500000,1.000000,1.000000,0
80,0.05000,146.456650,0.500000,1.000000,1.000000,0
80,0.01000,8.566513,0.500000,1.000000,1.000000,0
80,0.00500,42.610596,0.500000,1.000000,1.000000,0
80,0.00100,1.480041,0.500000,1.000000,1.000000,0
80,0.00050,0.400776,0.500000,1.000000,1.000000,0
80,0.00010,0.077053,0.500000,1.000000,1.000000,0
80,0.00001,0.090612,0.500000,1.000000,1.000000,0
